match_time,home_team,away_team,home_goals,away_goals,category
2024-04-27T14:03:00+09:00,ベガルタ仙台,ジェフユナイテッド千葉,0,2,J2
2024-04-27T14:03:00+09:00,水戸ホーリーホック,藤枝ＭＹＦＣ,2,3,J2
2024-04-27T14:03:00+09:00,ザスパ群馬,Ｖ・ファーレン長崎,1,2,J2
2024-04-27T14:03:00+09:00,YS横浜,奈良クラブ,1,1,J3
2024-04-27T14:03:00+09:00,テゲバジャーロ宮崎,ＳＣ相模原,1,1,J3
2024-04-27T14:58:00+09:00,愛媛ＦＣ,ヴァンフォーレ甲府,2,1,J2
2024-04-27T15:03:00+09:00,セレッソ大阪,横浜Ｆ・マリノス,2,2,J1
2024-04-28T13:03:00+09:00,ロアッソ熊本,大分トリニータ,1,2,J2
2024-04-28T13:03:00+09:00,ファジアーノ岡山,清水エスパルス,0,1,J2
2024-04-28T13:03:00+09:00,ガイナーレ鳥取,ＦＣ琉球,2,1,J3
2024-04-28T14:03:00+09:00,東京ヴェルディ,アビスパ福岡,0,0,J1
2024-04-28T14:03:00+09:00,サンフレッチェ広島,川崎フロンターレ,2,2,J1
2024-04-28T14:03:00+09:00,栃木,いわきＦＣ,0,1,J2
2024-04-28T14:03:00+09:00,鹿児島ユナイテッドＦＣ,レノファ山口ＦＣ,0,1,J2
2024-04-28T14:03:00+09:00,ブラウブリッツ秋田,横浜ＦＣ,0,2,J2
2024-04-28T14:03:00+09:00,徳島ヴォルティス,モンテディオ山形,2,1,J2
2024-04-28T14:03:00+09:00,松本山雅ＦＣ,カターレ富山,3,1,J3
2024-04-28T14:03:00+09:00,福島ユナイテッドＦＣ,岩手,9,0,J3
2024-04-28T14:03:00+09:00,カマタマーレ讃岐,ヴァンラーレ八戸,1,1,J3
2024-04-28T14:04:00+09:00,ツエーゲン金沢,ＦＣ岐阜,0,0,J3
2024-04-28T15:03:00+09:00,ガンバ大阪,鹿島アントラーズ,1,2,J1
2024-04-28T15:03:00+09:00,柏レイソル,サガン鳥栖,1,1,J1
2024-04-28T15:03:00+09:00,浦和レッズ,名古屋グランパス,2,1,J1
2024-04-28T15:05:00+09:00,ＦＣ大阪,沼津,2,2,J3
2024-05-03T13:03:00+09:00,ガイナーレ鳥取,ＲＢ大宮アルディージャ,0,3,J3
2024-05-03T13:13:00+09:00,徳島ヴォルティス,愛媛ＦＣ,0,0,J2
2024-05-03T14:03:00+09:00,横浜Ｆ・マリノス,ジュビロ磐田,1,1,J1
2024-05-03T14:03:00+09:00,アルビレックス新潟,サンフレッチェ広島,1,1,J1
2024-05-03T14:03:00+09:00,Ｖ・ファーレン長崎,ブラウブリッツ秋田,2,2,J2
2024-05-03T14:03:00+09:00,ヴァンフォーレ甲府,大分トリニータ,1,2,J2
2024-05-03T14:03:00+09:00,藤枝ＭＹＦＣ,ザスパ群馬,2,1,J2
2024-05-03T14:03:00+09:00,清水エスパルス,栃木,4,1,J2
2024-05-03T14:03:00+09:00,ベガルタ仙台,レノファ山口ＦＣ,2,1,J2
2024-05-03T14:03:00+09:00,ロアッソ熊本,鹿児島ユナイテッドＦＣ,2,2,J2
2024-05-03T14:03:00+09:00,横浜ＦＣ,水戸ホーリーホック,2,0,J2
2024-05-03T14:03:00+09:00,モンテディオ山形,ファジアーノ岡山,2,2,J2
2024-05-03T14:03:00+09:00,ＦＣ琉球,カマタマーレ讃岐,0,0,J3
2024-05-03T14:03:00+09:00,沼津,福島ユナイテッドＦＣ,0,1,J3
2024-05-03T14:03:00+09:00,ＳＣ相模原,ＦＣ大阪,0,0,J3
2024-05-03T14:03:00+09:00,カターレ富山,テゲバジャーロ宮崎,1,1,J3
2024-05-03T14:03:00+09:00,岩手,ツエーゲン金沢,0,2,J3
2024-05-03T14:03:00+09:00,松本山雅ＦＣ,ヴァンラーレ八戸,1,2,J3
2024-05-03T14:03:00+09:00,ギラヴァンツ北九州,YS横浜,0,1,J3
2024-05-03T14:03:00+09:00,奈良クラブ,ＦＣ今治,2,1,J3
2024-05-03T15:03:00+09:00,ＦＣ町田ゼルビア,柏レイソル,2,0,J1
2024-05-03T15:03:00+09:00,セレッソ大阪,北海道コンサドーレ札幌,1,1,J1
2024-05-03T15:03:00+09:00,鹿島アントラーズ,湘南ベルマーレ,3,1,J1
2024-05-03T15:03:00+09:00,ＦＣ東京,京都サンガF.C.,2,1,J1
2024-05-03T15:04:00+09:00,サガン鳥栖,東京ヴェルディ,0,2,J1
2024-05-03T16:03:00+09:00,アビスパ福岡,ガンバ大阪,1,0,J1
2024-05-03T16:03:00+09:00,川崎フロンターレ,浦和レッズ,3,1,J1
2024-05-03T16:03:00+09:00,ＡＣ長野パルセイロ,ＦＣ岐阜,2,1,J3
2024-05-03T16:04:00+09:00,いわきＦＣ,ジェフユナイテッド千葉,1,0,J2
2024-05-03T19:03:00+09:00,名古屋グランパス,ヴィッセル神戸,0,2,J1
2024-05-06T13:03:00+09:00,東京ヴェルディ,ジュビロ磐田,3,2,J1
2024-05-06T13:03:00+09:00,ヴィッセル神戸,アルビレックス新潟,3,2,J1
2024-05-06T13:03:00+09:00,ＦＣ大阪,ＦＣ琉球,0,1,J3
2024-05-06T13:03:00+09:00,ＦＣ今治,カターレ富山,0,2,J3
2024-05-06T13:05:00+09:00,ヴァンラーレ八戸,岩手,4,1,J3
2024-05-06T13:07:00+09:00,ガンバ大阪,セレッソ大阪,1,0,J1
2024-05-06T14:01:00+09:00,福島ユナイテッドＦＣ,奈良クラブ,2,1,J3
2024-05-06T14:03:00+09:00,北海道コンサドーレ札幌,ＦＣ東京,1,2,J1
2024-05-06T14:03:00+09:00,京都サンガF.C.,ＦＣ町田ゼルビア,0,3,J1
2024-05-06T14:03:00+09:00,アビスパ福岡,川崎フロンターレ,1,1,J1
2024-05-06T14:03:00+09:00,大分トリニータ,Ｖ・ファーレン長崎,0,0,J2
2024-05-06T14:03:00+09:00,鹿児島ユナイテッドＦＣ,ベガルタ仙台,0,1,J2
2024-05-06T14:03:00+09:00,ブラウブリッツ秋田,ヴァンフォーレ甲府,2,3,J2
2024-05-06T14:03:00+09:00,水戸ホーリーホック,ロアッソ熊本,2,0,J2
2024-05-06T14:03:00+09:00,ファジアーノ岡山,徳島ヴォルティス,1,2,J2
2024-05-06T14:03:00+09:00,栃木,藤枝ＭＹＦＣ,0,1,J2
2024-05-06T14:03:00+09:00,レノファ山口ＦＣ,モンテディオ山形,2,0,J2
2024-05-06T14:03:00+09:00,YS横浜,ＳＣ相模原,0,0,J3
2024-05-06T14:03:00+09:00,テゲバジャーロ宮崎,ＡＣ長野パルセイロ,0,1,J3
2024-05-06T14:03:00+09:00,ＲＢ大宮アルディージャ,松本山雅ＦＣ,0,2,J3
2024-05-06T14:03:00+09:00,カマタマーレ讃岐,沼津,1,0,J3
2024-05-06T14:04:00+09:00,ザスパ群馬,清水エスパルス,0,3,J2
2024-05-06T14:04:00+09:00,ツエーゲン金沢,ガイナーレ鳥取,3,3,J3
2024-05-06T15:03:00+09:00,サンフレッチェ広島,名古屋グランパス,2,3,J1
2024-05-06T15:03:00+09:00,愛媛ＦＣ,いわきＦＣ,0,0,J2
2024-05-06T16:03:00+09:00,柏レイソル,鹿島アントラーズ,1,2,J1
2024-05-06T16:04:00+09:00,湘南ベルマーレ,サガン鳥栖,2,1,J1
2024-05-06T17:03:00+09:00,浦和レッズ,横浜Ｆ・マリノス,2,1,J1
2024-05-06T19:03:00+09:00,ジェフユナイテッド千葉,横浜ＦＣ,1,0,J2
2024-05-06T19:03:00+09:00,ＦＣ岐阜,ギラヴァンツ北九州,0,1,J3
2024-05-11T14:03:00+09:00,ジュビロ磐田,サガン鳥栖,0,3,J1
2024-05-11T14:03:00+09:00,アルビレックス新潟,浦和レッズ,2,4,J1
2024-05-11T14:03:00+09:00,京都サンガF.C.,アビスパ福岡,2,3,J1
2024-05-11T14:03:00+09:00,ベガルタ仙台,ザスパ群馬,2,1,J2
2024-05-11T14:03:00+09:00,清水エスパルス,鹿児島ユナイテッドＦＣ,4,0,J2
2024-05-11T15:03:00+09:00,湘南ベルマーレ,ＦＣ町田ゼルビア,0,0,J1
2024-05-11T15:04:00+09:00,川崎フロンターレ,北海道コンサドーレ札幌,3,0,J1
2024-05-11T16:03:00+09:00,セレッソ大阪,ヴィッセル神戸,1,4,J1
2024-05-11T16:03:00+09:00,名古屋グランパス,ガンバ大阪,0,1,J1
2024-05-11T17:03:00+09:00,ＦＣ東京,柏レイソル,3,3,J1
2024-05-12T13:03:00+09:00,ロアッソ熊本,横浜ＦＣ,0,0,J2
2024-05-12T13:03:00+09:00,いわきＦＣ,レノファ山口ＦＣ,1,2,J2
2024-05-12T13:10:00+09:00,鹿島アントラーズ,東京ヴェルディ,3,3,J1
2024-05-12T14:03:00+09:00,Ｖ・ファーレン長崎,ファジアーノ岡山,0,0,J2
2024-05-12T14:03:00+09:00,徳島ヴォルティス,栃木,1,0,J2
2024-05-12T14:03:00+09:00,モンテディオ山形,水戸ホーリーホック,0,1,J2
2024-05-12T14:03:00+09:00,大分トリニータ,愛媛ＦＣ,2,2,J2
2024-05-12T14:03:00+09:00,藤枝ＭＹＦＣ,ブラウブリッツ秋田,1,0,J2
2024-05-12T16:03:00+09:00,ヴァンフォーレ甲府,ジェフユナイテッド千葉,2,2,J2
2024-05-15T19:03:00+09:00,東京ヴェルディ,ガンバ大阪,0,0,J1
2024-05-15T19:03:00+09:00,北海道コンサドーレ札幌,ジュビロ磐田,1,0,J1
2024-05-15T19:03:00+09:00,柏レイソル,湘南ベルマーレ,2,1,J1
2024-05-15T19:03:00+09:00,サンフレッチェ広島,鹿島アントラーズ,1,3,J1
2024-05-15T19:03:00+09:00,アルビレックス新潟,横浜Ｆ・マリノス,3,1,J1
2024-05-15T19:03:00+09:00,ＦＣ町田ゼルビア,セレッソ大阪,2,1,J1
2024-05-15T19:03:00+09:00,サガン鳥栖,川崎フロンターレ,5,2,J1
2024-05-15T19:03:00+09:00,ヴィッセル神戸,アビスパ福岡,1,0,J1
2024-05-15T19:03:00+09:00,名古屋グランパス,ＦＣ東京,3,1,J1
2024-05-15T19:33:00+09:00,浦和レッズ,京都サンガF.C.,3,0,J1
2024-05-18T13:03:00+09:00,ＦＣ今治,福島ユナイテッドＦＣ,1,2,J3
2024-05-18T14:03:00+09:00,ジェフユナイテッド千葉,愛媛ＦＣ,7,1,J2
2024-05-18T14:03:00+09:00,水戸ホーリーホック,大分トリニータ,1,1,J2
2024-05-18T14:03:00+09:00,ザスパ群馬,いわきＦＣ,0,1,J2
2024-05-18T14:03:00+09:00,徳島ヴォルティス,ロアッソ熊本,1,2,J2
2024-05-18T14:03:00+09:00,横浜ＦＣ,清水エスパルス,2,0,J2
2024-05-18T14:03:00+09:00,モンテディオ山形,ブラウブリッツ秋田,0,2,J2
2024-05-18T14:03:00+09:00,奈良クラブ,ＦＣ岐阜,2,1,J3
2024-05-18T14:03:00+09:00,カマタマーレ讃岐,ＲＢ大宮アルディージャ,0,2,J3
2024-05-18T14:03:00+09:00,松本山雅ＦＣ,ギラヴァンツ北九州,1,1,J3
2024-05-18T14:03:00+09:00,ＡＣ長野パルセイロ,ツエーゲン金沢,1,2,J3
2024-05-18T14:06:00+09:00,カターレ富山,ＦＣ大阪,2,0,J3
2024-05-18T15:03:00+09:00,鹿児島ユナイテッドＦＣ,Ｖ・ファーレン長崎,0,3,J2
2024-05-18T16:03:00+09:00,アビスパ福岡,セレッソ大阪,0,3,J1
2024-05-18T17:03:00+09:00,ＦＣ琉球,テゲバジャーロ宮崎,2,1,J3
2024-05-18T19:04:00+09:00,サガン鳥栖,名古屋グランパス,0,2,J1
2024-05-19T13:03:00+09:00,ガイナーレ鳥取,ＳＣ相模原,0,3,J3
2024-05-19T14:03:00+09:00,京都サンガF.C.,サンフレッチェ広島,0,5,J1
2024-05-19T14:03:00+09:00,ジュビロ磐田,浦和レッズ,1,1,J1
2024-05-19T14:03:00+09:00,ＦＣ町田ゼルビア,東京ヴェルディ,5,0,J1
2024-05-19T14:03:00+09:00,レノファ山口ＦＣ,藤枝ＭＹＦＣ,2,1,J2
2024-05-19T14:03:00+09:00,沼津,ヴァンラーレ八戸,0,0,J3
2024-05-19T14:04:00+09:00,ファジアーノ岡山,ヴァンフォーレ甲府,2,0,J2
2024-05-19T15:03:00+09:00,ガンバ大阪,川崎フロンターレ,3,1,J1
2024-05-19T15:03:00+09:00,鹿島アントラーズ,ヴィッセル神戸,1,0,J1
2024-05-19T15:03:00+09:00,ＦＣ東京,横浜Ｆ・マリノス,1,1,J1
2024-05-19T16:03:00+09:00,湘南ベルマーレ,アルビレックス新潟,2,1,J1
2024-05-19T16:03:00+09:00,柏レイソル,北海道コンサドーレ札幌,2,1,J1
2024-05-19T17:03:00+09:00,栃木,ベガルタ仙台,1,2,J2
2024-05-25T13:58:00+09:00,愛媛ＦＣ,栃木,0,0,J2
2024-05-25T14:03:00+09:00,ジュビロ磐田,湘南ベルマーレ,3,2,J1
2024-05-25T14:03:00+09:00,北海道コンサドーレ札幌,鹿島アントラーズ,0,3,J1
2024-05-25T14:03:00+09:00,Ｖ・ファーレン長崎,ジェフユナイテッド千葉,1,0,J2
2024-05-25T14:03:00+09:00,藤枝ＭＹＦＣ,鹿児島ユナイテッドＦＣ,1,1,J2
2024-05-25T16:03:00+09:00,アルビレックス新潟,アビスパ福岡,1,2,J1
2024-05-25T16:03:00+09:00,川崎フロンターレ,柏レイソル,1,1,J1
2024-05-25T16:03:00+09:00,ヴァンフォーレ甲府,横浜ＦＣ,1,2,J2
2024-05-26T14:03:00+09:00,ヴィッセル神戸,東京ヴェルディ,0,1,J1
2024-05-26T14:03:00+09:00,清水エスパルス,水戸ホーリーホック,2,1,J2
2024-05-26T14:03:00+09:00,ロアッソ熊本,モンテディオ山形,0,1,J2
2024-05-26T14:03:00+09:00,ブラウブリッツ秋田,ザスパ群馬,1,1,J2
2024-05-26T14:03:00+09:00,ベガルタ仙台,ファジアーノ岡山,1,4,J2
2024-05-26T14:03:00+09:00,いわきＦＣ,徳島ヴォルティス,1,1,J2
2024-05-26T14:03:00+09:00,大分トリニータ,レノファ山口ＦＣ,0,0,J2
2024-05-26T15:03:00+09:00,ＦＣ東京,ガンバ大阪,0,1,J1
2024-05-26T15:03:00+09:00,セレッソ大阪,サンフレッチェ広島,1,1,J1
2024-05-26T15:03:00+09:00,名古屋グランパス,京都サンガF.C.,1,1,J1
2024-05-26T16:03:00+09:00,浦和レッズ,ＦＣ町田ゼルビア,1,2,J1
2024-05-29T19:03:00+09:00,横浜Ｆ・マリノス,柏レイソル,4,0,J1
2024-05-31T19:04:00+09:00,サガン鳥栖,ＦＣ東京,0,1,J1
2024-06-01T14:03:00+09:00,サンフレッチェ広島,ジュビロ磐田,2,0,J1
2024-06-01T14:03:00+09:00,大分トリニータ,徳島ヴォルティス,1,2,J2
2024-06-01T14:03:00+09:00,藤枝ＭＹＦＣ,ヴァンフォーレ甲府,2,1,J2
2024-06-01T14:03:00+09:00,松本山雅ＦＣ,ＦＣ今治,1,2,J3
2024-06-01T14:03:00+09:00,ＲＢ大宮アルディージャ,ＡＣ長野パルセイロ,4,1,J3
2024-06-01T15:03:00+09:00,鹿島アントラーズ,横浜Ｆ・マリノス,3,2,J1
2024-06-01T15:03:00+09:00,ＦＣ町田ゼルビア,アルビレックス新潟,1,3,J1
2024-06-01T15:03:00+09:00,湘南ベルマーレ,ガンバ大阪,1,2,J1
2024-06-01T16:03:00+09:00,浦和レッズ,ヴィッセル神戸,1,1,J1
2024-06-01T18:03:00+09:00,ジェフユナイテッド千葉,ファジアーノ岡山,2,1,J2
2024-06-01T18:03:00+09:00,横浜ＦＣ,愛媛ＦＣ,2,1,J2
2024-06-01T19:04:00+09:00,京都サンガF.C.,セレッソ大阪,1,1,J1
2024-06-02T13:03:00+09:00,いわきＦＣ,ベガルタ仙台,1,2,J2
2024-06-02T13:08:00+09:00,東京ヴェルディ,北海道コンサドーレ札幌,5,3,J1
2024-06-02T14:03:00+09:00,レノファ山口ＦＣ,清水エスパルス,2,0,J2
2024-06-02T14:03:00+09:00,鹿児島ユナイテッドＦＣ,ブラウブリッツ秋田,0,0,J2
2024-06-02T14:03:00+09:00,ザスパ群馬,モンテディオ山形,0,0,J2
2024-06-02T14:03:00+09:00,水戸ホーリーホック,Ｖ・ファーレン長崎,2,3,J2
2024-06-02T14:03:00+09:00,ヴァンラーレ八戸,ツエーゲン金沢,2,2,J3
2024-06-02T14:03:00+09:00,ＳＣ相模原,岩手,2,1,J3
2024-06-02T14:03:00+09:00,YS横浜,テゲバジャーロ宮崎,0,2,J3
2024-06-02T14:03:00+09:00,ギラヴァンツ北九州,ガイナーレ鳥取,1,0,J3
2024-06-02T14:03:00+09:00,福島ユナイテッドＦＣ,カマタマーレ讃岐,0,1,J3
2024-06-02T14:03:00+09:00,沼津,カターレ富山,1,0,J3
2024-06-02T16:03:00+09:00,ＦＣ大阪,奈良クラブ,0,0,J3
2024-06-02T17:03:00+09:00,栃木,ロアッソ熊本,1,3,J2
2024-06-02T17:13:00+09:00,川崎フロンターレ,名古屋グランパス,2,1,J1
2024-06-02T19:03:00+09:00,柏レイソル,アビスパ福岡,0,2,J1
2024-06-02T19:03:00+09:00,ＦＣ岐阜,ＦＣ琉球,2,2,J3
2024-06-08T15:03:00+09:00,ブラウブリッツ秋田,ロアッソ熊本,1,1,J2
2024-06-08T18:03:00+09:00,愛媛ＦＣ,水戸ホーリーホック,1,0,J2
2024-06-08T18:03:00+09:00,徳島ヴォルティス,横浜ＦＣ,0,1,J2
2024-06-08T18:03:00+09:00,ヴァンフォーレ甲府,ベガルタ仙台,1,1,J2
2024-06-08T18:03:00+09:00,ＡＣ長野パルセイロ,YS横浜,4,0,J3
2024-06-08T18:03:00+09:00,ＦＣ琉球,ＦＣ今治,1,0,J3
2024-06-08T18:03:00+09:00,奈良クラブ,ＳＣ相模原,2,1,J3
2024-06-08T18:04:00+09:00,清水エスパルス,藤枝ＭＹＦＣ,1,0,J2
2024-06-08T19:03:00+09:00,栃木,ザスパ群馬,1,1,J2
2024-06-08T19:03:00+09:00,レノファ山口ＦＣ,ジェフユナイテッド千葉,1,2,J2
2024-06-08T19:03:00+09:00,ＦＣ岐阜,沼津,1,5,J3
2024-06-08T19:03:00+09:00,ガイナーレ鳥取,松本山雅ＦＣ,0,4,J3
2024-06-09T14:03:00+09:00,モンテディオ山形,大分トリニータ,0,0,J2
2024-06-09T14:03:00+09:00,福島ユナイテッドＦＣ,ヴァンラーレ八戸,2,0,J3
2024-06-09T14:03:00+09:00,カマタマーレ讃岐,ＦＣ大阪,0,1,J3
2024-06-09T14:03:00+09:00,ツエーゲン金沢,ＲＢ大宮アルディージャ,0,1,J3
2024-06-09T19:03:00+09:00,ファジアーノ岡山,鹿児島ユナイテッドＦＣ,1,1,J2
2024-06-09T19:03:00+09:00,テゲバジャーロ宮崎,ギラヴァンツ北九州,1,1,J3
2024-06-15T15:03:00+09:00,ＦＣ大阪,ガイナーレ鳥取,2,1,J3
2024-06-15T16:03:00+09:00,横浜Ｆ・マリノス,ＦＣ町田ゼルビア,1,3,J1
2024-06-15T18:03:00+09:00,藤枝ＭＹＦＣ,横浜ＦＣ,1,3,J2
2024-06-15T18:03:00+09:00,YS横浜,ＦＣ岐阜,1,2,J3
2024-06-15T18:33:00+09:00,サンフレッチェ広島,東京ヴェルディ,4,1,J1
2024-06-15T19:03:00+09:00,セレッソ大阪,浦和レッズ,2,1,J1
2024-06-15T19:03:00+09:00,京都サンガF.C.,北海道コンサドーレ札幌,2,0,J1
2024-06-15T19:03:00+09:00,鹿児島ユナイテッドＦＣ,モンテディオ山形,2,1,J2
2024-06-16T13:03:00+09:00,ヴァンラーレ八戸,テゲバジャーロ宮崎,0,0,J3
2024-06-16T13:03:00+09:00,松本山雅ＦＣ,沼津,4,0,J3
2024-06-16T14:03:00+09:00,カマタマーレ讃岐,ツエーゲン金沢,0,1,J3
2024-06-16T14:03:00+09:00,ギラヴァンツ北九州,奈良クラブ,2,1,J3
2024-06-16T14:04:00+09:00,ヴィッセル神戸,川崎フロンターレ,1,0,J1
2024-06-16T14:08:00+09:00,カターレ富山,ＲＢ大宮アルディージャ,1,1,J3
2024-06-16T15:33:00+09:00,アビスパ福岡,サガン鳥栖,2,0,J1
2024-06-16T16:03:00+09:00,いわきＦＣ,ヴァンフォーレ甲府,1,1,J2
2024-06-16T17:03:00+09:00,水戸ホーリーホック,ブラウブリッツ秋田,1,0,J2
2024-06-16T18:03:00+09:00,ガンバ大阪,柏レイソル,2,1,J1
2024-06-16T18:03:00+09:00,ＦＣ東京,ジュビロ磐田,1,1,J1
2024-06-16T18:03:00+09:00,鹿島アントラーズ,アルビレックス新潟,1,1,J1
2024-06-16T18:03:00+09:00,大分トリニータ,栃木,0,2,J2
2024-06-16T18:03:00+09:00,ベガルタ仙台,Ｖ・ファーレン長崎,2,2,J2
2024-06-16T18:03:00+09:00,愛媛ＦＣ,清水エスパルス,3,0,J2
2024-06-16T18:03:00+09:00,ロアッソ熊本,ファジアーノ岡山,0,1,J2
2024-06-16T18:03:00+09:00,岩手,ＡＣ長野パルセイロ,3,2,J3
2024-06-16T18:03:00+09:00,ＦＣ今治,ＳＣ相模原,2,1,J3
2024-06-16T18:33:00+09:00,ザスパ群馬,レノファ山口ＦＣ,0,1,J2
2024-06-16T18:48:00+09:00,名古屋グランパス,湘南ベルマーレ,1,1,J1
2024-06-16T19:03:00+09:00,ジェフユナイテッド千葉,徳島ヴォルティス,1,0,J2
2024-06-16T19:03:00+09:00,ＦＣ琉球,福島ユナイテッドＦＣ,1,2,J3
2024-06-19T19:03:00+09:00,横浜Ｆ・マリノス,サンフレッチェ広島,3,2,J1
2024-06-22T15:03:00+09:00,ＦＣ町田ゼルビア,アビスパ福岡,0,0,J1
2024-06-22T17:05:00+09:00,モンテディオ山形,ベガルタ仙台,1,1,J2
2024-06-22T18:03:00+09:00,アルビレックス新潟,川崎フロンターレ,2,2,J1
2024-06-22T18:03:00+09:00,東京ヴェルディ,名古屋グランパス,1,0,J1
2024-06-22T18:03:00+09:00,横浜ＦＣ,ロアッソ熊本,5,0,J2
2024-06-22T18:03:00+09:00,ヴァンフォーレ甲府,愛媛ＦＣ,1,2,J2
2024-06-22T18:03:00+09:00,岩手,ＦＣ今治,0,0,J3
2024-06-22T18:03:00+09:00,ＡＣ長野パルセイロ,カターレ富山,2,3,J3
2024-06-22T18:03:00+09:00,ＳＣ相模原,松本山雅ＦＣ,3,2,J3
2024-06-22T18:33:00+09:00,ガンバ大阪,ヴィッセル神戸,2,1,J1
2024-06-22T18:33:00+09:00,ジュビロ磐田,セレッソ大阪,1,1,J1
2024-06-22T19:03:00+09:00,柏レイソル,サンフレッチェ広島,0,1,J1
2024-06-22T19:03:00+09:00,浦和レッズ,鹿島アントラーズ,2,2,J1
2024-06-22T19:03:00+09:00,湘南ベルマーレ,ＦＣ東京,0,1,J1
2024-06-22T19:03:00+09:00,Ｖ・ファーレン長崎,藤枝ＭＹＦＣ,2,0,J2
2024-06-22T19:03:00+09:00,鹿児島ユナイテッドＦＣ,大分トリニータ,3,0,J2
2024-06-22T19:03:00+09:00,栃木,ジェフユナイテッド千葉,2,1,J2
2024-06-22T19:03:00+09:00,レノファ山口ＦＣ,いわきＦＣ,0,3,J2
2024-06-22T19:03:00+09:00,ファジアーノ岡山,ザスパ群馬,1,0,J2
2024-06-22T19:03:00+09:00,ＲＢ大宮アルディージャ,ＦＣ琉球,3,2,J3
2024-06-22T19:03:00+09:00,ガイナーレ鳥取,ＦＣ岐阜,2,4,J3
2024-06-22T19:04:00+09:00,サガン鳥栖,京都サンガF.C.,3,0,J1
2024-06-22T19:04:00+09:00,テゲバジャーロ宮崎,カマタマーレ讃岐,3,3,J3
2024-06-23T14:03:00+09:00,北海道コンサドーレ札幌,横浜Ｆ・マリノス,0,1,J1
2024-06-23T14:03:00+09:00,ブラウブリッツ秋田,清水エスパルス,3,1,J2
2024-06-23T14:03:00+09:00,ヴァンラーレ八戸,YS横浜,1,0,J3
2024-06-23T14:03:00+09:00,福島ユナイテッドＦＣ,ＦＣ大阪,2,0,J3
2024-06-23T14:04:00+09:00,ツエーゲン金沢,ギラヴァンツ北九州,1,1,J3
2024-06-23T18:03:00+09:00,沼津,奈良クラブ,3,0,J3
2024-06-23T19:03:00+09:00,徳島ヴォルティス,水戸ホーリーホック,1,0,J2
2024-06-26T19:03:00+09:00,名古屋グランパス,浦和レッズ,0,1,J1
2024-06-26T19:03:00+09:00,ジュビロ磐田,東京ヴェルディ,3,0,J1
2024-06-26T19:03:00+09:00,セレッソ大阪,サガン鳥栖,1,0,J1
2024-06-26T19:03:00+09:00,ヴィッセル神戸,ＦＣ町田ゼルビア,0,0,J1
2024-06-26T19:03:00+09:00,鹿島アントラーズ,ガンバ大阪,0,0,J1
2024-06-26T19:03:00+09:00,川崎フロンターレ,湘南ベルマーレ,1,1,J1
2024-06-26T19:03:00+09:00,京都サンガF.C.,柏レイソル,2,2,J1
2024-06-26T19:03:00+09:00,アビスパ福岡,横浜Ｆ・マリノス,2,1,J1
2024-06-26T19:03:00+09:00,サンフレッチェ広島,アルビレックス新潟,1,1,J1
2024-06-26T19:03:00+09:00,ＦＣ東京,北海道コンサドーレ札幌,1,0,J1
2024-06-26T19:03:00+09:00,Ｖ・ファーレン長崎,いわきＦＣ,3,1,J2
2024-06-26T19:33:00+09:00,カターレ富山,岩手,3,0,J3
2024-06-29T14:03:00+09:00,北海道コンサドーレ札幌,アルビレックス新潟,0,1,J1
2024-06-29T16:03:00+09:00,松本山雅ＦＣ,ＡＣ長野パルセイロ,1,1,J3
2024-06-29T17:03:00+09:00,ＦＣ大阪,テゲバジャーロ宮崎,4,1,J3
2024-06-29T18:03:00+09:00,ロアッソ熊本,愛媛ＦＣ,4,0,J2
2024-06-29T18:03:00+09:00,水戸ホーリーホック,レノファ山口ＦＣ,1,1,J2
2024-06-29T18:03:00+09:00,いわきＦＣ,横浜ＦＣ,0,4,J2
2024-06-29T18:03:00+09:00,奈良クラブ,ガイナーレ鳥取,2,2,J3
2024-06-29T18:03:00+09:00,カターレ富山,ＳＣ相模原,0,0,J3
2024-06-29T18:03:00+09:00,ギラヴァンツ北九州,福島ユナイテッドＦＣ,2,1,J3
2024-06-29T19:03:00+09:00,川崎フロンターレ,サンフレッチェ広島,1,1,J1
2024-06-29T19:03:00+09:00,横浜Ｆ・マリノス,東京ヴェルディ,1,2,J1
2024-06-29T19:03:00+09:00,ベガルタ仙台,栃木,3,2,J2
2024-06-29T19:03:00+09:00,ザスパ群馬,藤枝ＭＹＦＣ,1,2,J2
2024-06-29T19:03:00+09:00,徳島ヴォルティス,Ｖ・ファーレン長崎,2,2,J2
2024-06-29T19:03:00+09:00,大分トリニータ,ヴァンフォーレ甲府,0,0,J2
2024-06-29T19:03:00+09:00,ＦＣ岐阜,ヴァンラーレ八戸,1,2,J3
2024-06-29T19:04:00+09:00,ＲＢ大宮アルディージャ,岩手,2,0,J3
2024-06-30T13:04:00+09:00,ブラウブリッツ秋田,モンテディオ山形,0,3,J2
2024-06-30T18:03:00+09:00,ガンバ大阪,ＦＣ町田ゼルビア,1,3,J1
2024-06-30T18:03:00+09:00,セレッソ大阪,名古屋グランパス,2,1,J1
2024-06-30T18:03:00+09:00,清水エスパルス,ファジアーノ岡山,3,1,J2
2024-06-30T18:03:00+09:00,ＦＣ琉球,ツエーゲン金沢,1,2,J3
2024-06-30T18:03:00+09:00,ＦＣ今治,カマタマーレ讃岐,2,1,J3
2024-06-30T18:33:00+09:00,浦和レッズ,ジュビロ磐田,3,0,J1
2024-06-30T18:34:00+09:00,ＦＣ東京,アビスパ福岡,0,1,J1
